SpecObjID ObjID Red zSpec extinctionU extinctionG extinctionR extinctionI extinctionZ uberColorU uberColorG uberColorR uberColorI ModelMagErr_U ModelMagErr_G ModelMagErr_R ModelMagErr_I ModelMagErr_Z
75939720978235392 588848899363373252 0 0.0845128 0.2017306 0.1484315 0.1076549 0.08163142 0.0578777 1.95241 0.9037285 0.4153786 0.3169155 0.05584481 0.006062114 0.004432642 0.00431604 0.009547102
75939720932098048 588848899363373269 0 0.111512 0.195461 0.1438183 0.1043091 0.0790944 0.05607891 0.9789944 0.51297 0.3398476 0.1633778 0.04153915 0.01187825 0.008619808 0.0108143 0.02241162
76502554963345408 588848899364815011 0 0.175885 0.2734217 0.2011811 0.1459133 0.1106416 0.07844629 1.475773 0.8394814 0.4513969 0.2715111 0.05943647 0.009867676 0.007717378 0.00752626 0.01462238
77065823042142208 588848899366125726 0 0.117642 0.3493021 0.2570132 0.1864074 0.1413471 0.1002169 1.609409 0.847868 0.4197111 0.3199453 0.05974375 0.007174172 0.005174353 0.0050368 0.01136221
75375474175377408 588848899898867867 0 0.111065 0.235357 0.1731735 0.1255998 0.09523855 0.06752532 1.105072 0.5382786 0.4273872 0.1655235 0.03824409 0.007603992 0.006401009 0.006515359 0.01807634
75939721078898688 588848899900244091 0 0.188881 0.1969821 0.1449376 0.1051208 0.07970992 0.05651533 1.955486 1.113113 0.4579582 0.2238979 0.137839 0.01267018 0.007333311 0.007289347 0.01896256
76502554971734016 588848899901685972 0 0.0635123 0.2403357 0.1768367 0.1282567 0.0972532 0.06895374 1.404823 0.6742649 0.3588295 0.2315102 0.04673298 0.007014979 0.005539434 0.00594876 0.01631655
76784278716809216 588848899902800072 0 0.18332 0.3112767 0.2290344 0.1661149 0.1259599 0.08930711 1.412502 0.9314899 0.432169 0.2931881 0.05663336 0.009486093 0.006574134 0.006353233 0.0149845
75094095143370752 588848900434821392 0 0.119866 0.8172181 0.6013013 0.4361139 0.330692 0.2344647 1.042782 0.7171707 0.375145 0.1313057 0.08933715 0.01845571 0.009306385 0.009717921 0.0364644
75939722483990528 588848900436918499 0 0.0217615 0.1804489 0.1327726 0.09629775 0.07301967 0.05177185 1.515015 0.6873102 0.3540878 0.2778788 0.03191679 0.004716711 0.003842989 0.004060445 0.01100097
